Time,Ajay:RELB:X,Ajay:RELB:Y,Ajay:RELB:Z,Ajay:RSHO:X,Ajay:RSHO:Y,Ajay:RSHO:Z,Ajay:RFA1:X,Ajay:RFA1:Y,Ajay:RFA1:Z,Ajay:RFA2:X,Ajay:RFA2:Y,Ajay:RFA2:Z,Ajay:RFRA:X,Ajay:RFRA:Y,Ajay:RFRA:Z,Ajay:RH1:X,Ajay:RH1:Y,Ajay:RH1:Z,Ajay:RH2:X,Ajay:RH2:Y,Ajay:RH2:Z,Ajay:RH3:X,Ajay:RH3:Y,Ajay:RH3:Z,Ajay:RH4:X,Ajay:RH4:Y,Ajay:RH4:Z,Ajay:RH5:X,Ajay:RH5:Y,Ajay:RH5:Z,Ajay:RH6:X,Ajay:RH6:Y,Ajay:RH6:Z,Ajay:RIF1:X,Ajay:RIF1:Y,Ajay:RIF1:Z,Ajay:RIF2:X,Ajay:RIF2:Y,Ajay:RIF2:Z,Ajay:RIF3:X,Ajay:RIF3:Y,Ajay:RIF3:Z,Ajay:RPF1:X,Ajay:RPF1:Y,Ajay:RPF1:Z,Ajay:RPF2:X,Ajay:RPF2:Y,Ajay:RPF2:Z,Ajay:RPF3:X,Ajay:RPF3:Y,Ajay:RPF3:Z,Ajay:RRF1:X,Ajay:RRF1:Y,Ajay:RRF1:Z,Ajay:RRF2:X,Ajay:RRF2:Y,Ajay:RRF2:Z,Ajay:RRF3:X,Ajay:RRF3:Y,Ajay:RRF3:Z,Ajay:RRF4:X,Ajay:RRF4:Y,Ajay:RRF4:Z,Ajay:RTF1:X,Ajay:RTF1:Y,Ajay:RTF1:Z,Ajay:RTF2:X,Ajay:RTF2:Y,Ajay:RTF2:Z,Ajay:RTF3:X,Ajay:RTF3:Y,Ajay:RTF3:Z,Ajay:RTH1:X,Ajay:RTH1:Y,Ajay:RTH1:Z,Ajay:RTH2:X,Ajay:RTH2:Y,Ajay:RTH2:Z,Ajay:RTH3:X,Ajay:RTH3:Y,Ajay:RTH3:Z,Ajay:RUPA:X,Ajay:RUPA:Y,Ajay:RUPA:Z,Ajay:RWRA:X,Ajay:RWRA:Y,Ajay:RWRA:Z,Ajay:RWRB:X,Ajay:RWRB:Y,Ajay:RWRB:Z
5.6250,622.34,-302.24,39.188,469.84,-361.88,284.98,437.62,-158.18,-0.69085,491.49,-131.74,-10.197,532.64,-207.73,34.03,376.42,-98.297,-9.9639,361.6,-73.938,7.3161,377.82,-51.578,8.0724,399.61,-48.383,0.20088,419.24,-37.868,-15.642,433.59,-68.143,-15.229,316.08,-46.386,8.8572,296.95,-32.203,10.715,272.45,-10.996,5.1152,395.87,-9.8397,-1.61,381.31,15.481,8.2117,351.17,31.402,7.2947,375.57,-16.169,11.556,366.07,-6.8122,15.495,344.83,23.233,8.5737,316.64,30.58,11.823,339.11,-16.923,20.546,317.19,6.6012,27.902,295.66,23.087,28.883,348.85,-101.96,-52.058,320.19,-84.439,-52.338,298.32,-71.922,-60.404,542.84,-326,156.68,415.21,-128.3,-6.9861,459.63,-90.849,-16.404
5.6333,622.53,-302.32,38.416,469.82,-361.19,284.47,437.67,-158.15,0.80111,491.47,-131.77,-9.1202,532.88,-208.03,34.711,376.5,-97.97,-8.2161,361.6,-73.379,8.9685,377.63,-51.367,9.3121,399.45,-47.972,1.5184,419.05,-37.634,-14.411,433.53,-67.929,-13.725,315.9,-45.924,9.2295,296.69,-31.779,10.843,271.72,-10.085,5.3091,395.92,-9.1747,-0.7534,380.99,16.207,8.4433,351.26,31.607,7.193,375.61,-15.423,12.459,366.13,-5.9097,16.182,344.92,23.223,8.9385,316.4,31.203,11.491,340.3,-15.504,21.946,319.38,8.4653,29.648,297.88,25.97,30.823,348.84,-101.16,-52.933,319.88,-85.035,-49.978,297.65,-72.826,-57.254,542.75,-325.54,156.02,415.3,-128.24,-5.3423,459.66,-90.819,-14.983
5.6417,622.71,-302.77,37.595,469.87,-360.51,284.02,437.74,-158.13,2.5719,491.42,-131.86,-7.5035,533.18,-208.74,35.732,376.58,-97.61,-5.8897,361.58,-72.768,10.861,377.48,-50.742,11.412,399.33,-47.492,3.5743,418.84,-37.373,-12.398,433.42,-67.698,-11.534,315.54,-45.079,9.5727,296.48,-31.201,11.116,270.85,-9.4286,5.2332,395.56,-8.3947,0.43576,380.44,17.201,8.8312,351.25,31.913,7.0609,375.43,-14.611,13.794,365.91,-4.9611,17.313,344.71,23.332,9.3783,315.99,31.944,11.061,340.86,-14.065,22.851,320.54,9.7887,31.424,299.05,27.878,32.719,348.75,-100.39,-53.511,319.57,-85.164,-45.332,296.76,-73.364,-51.731,542.78,-325.12,155.14,415.36,-128.22,-3.1615,459.65,-90.798,-12.92
5.6500,622.77,-303.42,36.89,469.94,-359.93,283.73,437.78,-158.15,4.5881,491.39,-131.95,-5.5909,533.48,-209.43,36.792,376.7,-97.254,-3.1211,361.33,-72.117,13.136,377.32,-50.09,13.984,398.82,-47.046,5.8491,418.58,-37.143,-9.9849,433.39,-67.366,-8.9287,315.09,-44.347,10.357,296.13,-30.665,11.779,270.6,-9.4516,5.2648,395.24,-7.3525,1.9601,379.68,18.399,9.0869,351.14,32.357,6.9075,375.07,-13.689,15.447,365.02,-4.0322,18.417,344.04,23.619,10.116,315.7,32.706,10.845,340.32,-13.669,24.979,320.47,10.262,33.481,299,28.449,34.852,348.59,-99.639,-53.808,319.24,-85.258,-40.342,295.99,-73.54,-45.423,542.92,-324.89,154.23,415.36,-128.12,-0.66571,459.66,-90.731,-10.481
5.6583,622.66,-304.1,36.338,469.96,-359.55,283.61,437.76,-158.17,6.7887,491.25,-132.01,-3.6873,533.7,-209.93,37.799,376.83,-96.882,-0.20531,361.12,-71.559,15.642,377.11,-49.615,16.628,398.35,-46.496,8.4002,418.29,-36.831,-7.4444,433.35,-66.979,-6.1406,314.6,-43.755,11.537,295.65,-30.187,12.703,270.76,-9.6455,5.4096,394.78,-6.225,3.5461,379.1,19.741,9.4779,350.69,33.625,6.511,374.48,-12.668,17.125,363.63,-3.0938,19.294,343.59,23.697,11.131,315.49,33.478,10.697,339.51,-13.197,27.298,319.84,10.18,36.146,298.26,28.165,37.408,348.36,-98.906,-53.84,318.96,-85.28,-35.201,295.66,-73.605,-39.274,543.04,-324.95,153.56,415.44,-127.98,1.8512,459.65,-90.606,-7.9232
5.6667,622.45,-304.68,35.926,469.94,-359.38,283.63,437.7,-158.15,8.9759,490.9,-132.06,-1.8531,533.77,-210.25,38.793,376.91,-96.488,2.6868,360.63,-71.075,18.378,376.97,-49.164,19.323,398.14,-45.805,11.202,418.09,-36.247,-4.8595,433.23,-66.588,-3.3617,314.13,-43.209,13.23,295.47,-29.387,13.674,270.77,-9.0025,5.9374,394.11,-5.2429,5.0832,378.57,21.017,9.9623,350.09,34.845,6.1692,373.67,-11.625,18.515,362.85,-1.979,20.448,343.48,24.215,12.034,315.24,34.353,10.503,339.67,-14.767,30.753,319.3,10.01,39.272,297.59,27.662,40.562,348.07,-98.192,-53.624,318.75,-85.429,-30.376,294.81,-74.312,-33.747,543.05,-325.26,153.28,415.56,-127.86,4.3414,459.57,-90.462,-5.369
5.6750,622.13,-305.07,35.616,469.93,-359.39,283.72,437.6,-158.08,11.034,490.56,-132.01,-0.021497,533.67,-210.43,39.782,376.94,-96.044,5.5999,360.27,-70.572,21.269,376.89,-48.625,22.051,397.97,-45.083,13.977,417.89,-35.645,-2.375,433.07,-66.152,-0.7229,313.9,-42.728,15.926,295.51,-28.523,15.875,271.08,-8.2243,8.1726,393.5,-4.3617,6.6262,378.08,22.07,10.435,349.49,35.96,5.9066,372.95,-10.63,19.875,363.08,-0.65663,21.945,343.26,25.069,12.516,315.07,35.327,10.376,342.4,-18.138,36.006,318.98,9.9887,42.358,297.33,27.516,44.01,347.73,-97.499,-53.176,318.32,-85.954,-26.041,294.31,-74.932,-28.894,542.98,-325.71,153.32,415.47,-127.73,6.8745,459.41,-90.326,-2.8969
5.6833,621.79,-305.26,35.409,469.93,-359.5,283.86,437.49,-157.94,13.002,490.32,-131.84,1.698,533.47,-210.57,40.755,376.91,-95.574,8.5336,360.4,-70.044,24.232,376.94,-47.938,24.81,398.1,-44.324,16.848,417.61,-35.143,-0.042509,432.89,-65.729,1.7011,314.03,-42.206,19.688,295.71,-27.887,20.196,271.51,-7.5752,12.803,393.09,-3.4516,8.1635,377.58,23.014,10.769,349.14,36.976,5.6408,372.36,-9.7269,21.194,363.77,0.70402,23.503,342.83,25.878,12.791,314.99,36.18,10.274,342.52,-17.652,39.193,319.06,10.38,45.406,297.54,28.044,47.34,347.33,-96.827,-52.512,317.65,-86.638,-21.932,293.52,-75.861,-24.383,542.93,-326.17,153.46,415.27,-127.56,9.3707,459.16,-90.115,-0.65271
5.6917,621.46,-305.31,35.256,469.92,-359.65,283.99,437.31,-157.74,14.924,490.04,-131.61,3.2409,533.25,-210.64,41.701,376.82,-95.138,11.478,360.68,-69.457,27.324,377.12,-47.222,27.572,398.25,-43.528,19.542,417.28,-34.642,2.1252,432.69,-65.323,3.9447,314.44,-41.629,24.288,296.07,-27.192,25.583,271.8,-6.9935,19.458,392.63,-2.5682,9.5873,376.75,23.982,10.866,348.78,37.801,5.2041,371.96,-8.7134,22.496,364.05,2.0249,24.787,342.37,26.601,12.945,314.89,36.845,10.139,340.84,-14.457,40.607,319.62,11.407,48.405,298.26,29.243,50.404,346.89,-96.177,-51.648,316.9,-87.219,-17.679,294.69,-76.088,-21.516,542.92,-326.52,153.55,415.14,-127.36,11.652,458.87,-89.832,1.3372
5.7000,621.11,-305.21,35.095,469.97,-359.84,284.08,437.03,-157.52,16.858,489.64,-131.35,4.6473,533.05,-210.6,42.601,376.72,-94.68,14.446,361.03,-68.74,30.454,377.36,-46.488,30.268,398.19,-42.685,21.887,416.93,-34.164,4.1006,432.53,-64.817,6.0946,315.11,-40.902,29.403,296.95,-26.206,31.451,272.48,-6.1474,26.97,392.06,-1.784,10.86,375.92,24.848,11.037,348.21,38.437,4.905,372.36,-7.4895,24.312,363.83,3.2099,25.725,342.02,27.159,13.13,314.8,37.383,9.9286,339.87,-11.65,42.415,320.52,12.879,51.231,299.38,30.954,53.296,346.4,-95.548,-50.602,316.08,-87.695,-13.144,292.29,-77.466,-14.018,542.9,-326.7,153.57,415,-127.12,13.828,458.52,-89.546,3.1627
5.7083,620.76,-305.03,34.985,470.07,-360.03,284.15,436.75,-157.32,18.731,489.15,-131.1,5.9308,532.91,-210.39,43.415,376.63,-94.15,17.446,361.3,-67.902,33.49,377.65,-45.618,32.867,398.01,-41.821,23.978,416.56,-33.714,5.939,432.3,-64.312,8.0144,316.11,-39.864,34.661,298.61,-24.788,37.83,273.71,-3.8977,34.354,391.54,-1.0545,12.06,375.2,25.522,11.357,347.71,39.019,5.0144,373.32,-6.1755,26.479,363.7,4.1848,26.732,341.92,27.472,13.42,314.56,37.702,9.639,340.63,-10.358,45.442,321.74,14.596,53.894,300.56,33.076,55.836,345.88,-94.942,-49.388,315.23,-88.074,-8.375,289.61,-78.608,-6.5345,542.83,-326.75,153.53,414.69,-126.9,16.011,458.09,-89.274,4.8143
5.7167,620.45,-304.8,34.895,470.16,-360.16,284.16,436.5,-157.07,20.504,488.65,-130.8,7.0761,532.82,-210.04,44.174,376.59,-93.561,20.48,361.61,-66.987,36.387,378.05,-44.63,35.351,397.9,-41.005,25.952,416.18,-33.261,7.6066,431.84,-63.953,9.5916,317.37,-38.597,39.818,300.5,-23.177,44.237,275.47,-0.50941,41.492,391.07,-0.33542,13.191,374.45,26.08,11.65,347.1,39.514,5.1021,373.24,-5.1933,27.879,363.57,5.0708,27.831,341.77,27.663,13.606,314.08,37.84,9.3819,341.57,-8.8084,47.901,323.1,16.479,56.307,301.78,35.249,58.046,345.34,-94.358,-48.024,314.41,-88.541,-3.497,290.28,-78.001,-2.293,542.72,-326.69,153.44,414.32,-126.66,18.131,457.6,-88.985,6.2611
5.7250,620.13,-304.49,34.8,470.19,-360.24,284.13,436.23,-156.72,22.215,488.14,-130.45,8.0198,532.76,-209.61,44.875,376.64,-93.042,23.177,361.96,-66.06,39.213,378.41,-43.623,37.59,398.23,-40.199,28.189,415.77,-32.788,9.0093,431.49,-63.57,11.102,318.86,-37.182,44.791,302.54,-21.476,50.39,277.95,1.861,48.849,390.57,0.38881,14.168,373.76,26.601,11.882,346.42,39.937,5.0833,371.71,-4.4963,28.267,363.37,6.0076,28.799,341.34,28.043,13.708,313.72,38.052,9.1983,342.53,-7.0235,49.742,324.37,18.371,58.408,303.29,37.178,60.248,344.76,-93.797,-46.526,313.72,-89.076,1.2397,289.91,-77.574,2.3643,542.57,-326.56,153.36,414.05,-126.3,20.202,456.93,-88.675,7.3762
5.7333,619.81,-304.09,34.748,470.16,-360.31,284.15,435.92,-156.26,23.831,487.6,-130.03,8.7304,532.67,-209.11,45.512,376.59,-92.448,25.563,362.2,-65.212,42.085,378.64,-42.624,39.555,397.92,-39.312,29.32,415.36,-32.256,10.123,431.26,-63.115,12.48,320.74,-35.617,49.603,305.17,-19.446,56.317,281.09,2.6319,56.67,390.1,1.1194,14.983,373.1,27.115,12.04,345.92,40.329,5.1832,371.06,-4.3865,28.919,363.28,7.0462,29.672,340.96,28.616,13.894,313.56,38.336,9.0153,343.32,-5.334,51.462,325.48,20.189,60.152,304.8,39.098,62.176,344.18,-93.26,-44.91,313.16,-89.151,5.6715,289.16,-77.036,7.0106,542.37,-326.41,153.34,413.8,-125.85,22.131,456.14,-88.355,8.0944
5.7417,619.47,-303.56,34.734,470.1,-360.4,284.19,435.53,-155.7,25.357,487.07,-129.54,9.2203,532.54,-208.56,46.103,376.33,-91.524,28.055,362.64,-64.172,44.719,378.99,-41.537,41.319,398.18,-38.387,30.807,414.97,-31.643,10.992,431,-62.595,13.481,322.9,-33.917,54.084,308.02,-17.238,61.662,284.81,4.6869,63.607,389.67,1.8518,15.602,372.44,27.609,12.139,345.32,40.646,5.3272,371.99,-2.3492,30.517,363.2,8.16,30.347,340.89,29.121,14.186,313.35,38.593,8.8165,344.01,-3.7385,53.101,326.58,21.979,61.657,306.09,41.054,63.687,343.57,-92.747,-43.192,312.61,-88.726,9.9342,288.95,-76.197,11.325,542.18,-326.26,153.41,413.52,-125.3,23.812,455.44,-87.911,8.5858
5.7500,619.09,-302.91,34.773,470.06,-360.52,284.25,435.16,-155.05,26.662,486.55,-129.02,9.4383,532.37,-207.94,46.559,376.17,-90.561,30.389,363.35,-62.714,46.693,379.48,-40.37,42.778,398.53,-37.437,31.986,414.61,-30.989,11.578,430.84,-61.916,14.191,325.21,-32.035,58.016,310.76,-14.948,66.123,288.59,7.5115,68.99,389.22,2.6165,16.001,371.65,28.196,12.167,344.47,40.86,5.4159,371.32,-1.7299,30.715,363.26,9.2571,30.829,340.79,29.537,14.408,313.08,38.864,8.6846,344.93,-2.0379,54.593,327.73,23.754,62.97,307.25,42.937,64.919,342.96,-92.259,-41.389,312.12,-88.069,13.973,288.92,-75.095,15.472,541.99,-326.05,153.54,413.26,-124.62,25.113,454.83,-87.355,8.8247
5.7583,618.71,-302.16,34.89,470.03,-360.69,284.4,434.84,-154.29,27.552,486.01,-128.39,9.3928,532.16,-207.21,46.814,376.15,-89.635,32.239,363.87,-61.224,48.187,379.84,-39.25,43.704,398.75,-36.5,32.681,414.27,-30.285,11.811,430.43,-61.194,14.314,327.49,-30.03,61.226,313.67,-12.494,69.774,292.47,10.526,73.547,388.77,3.4427,16.22,370.77,28.903,12.175,343.43,41.03,5.5116,371.42,-1.0714,31.294,363.65,10.318,31.398,340.57,30.001,14.507,312.81,39.137,8.6584,345.32,-0.76474,55.455,328.65,25.487,63.884,308.3,44.744,65.847,342.35,-91.795,-39.516,311.68,-87.195,17.581,288.51,-73.798,19.713,541.8,-325.73,153.74,412.96,-123.81,25.994,454.19,-86.77,8.744
5.7667,618.32,-301.27,35.066,469.98,-360.92,284.59,434.43,-153.4,27.92,485.47,-127.61,9.1289,531.85,-206.34,46.9,376.2,-88.556,33.523,364.36,-59.947,49.364,380.19,-38.118,44.312,398.46,-35.66,32.512,413.95,-29.491,11.768,429.64,-60.47,13.765,329.49,-28.05,63.521,316.74,-10.059,72.668,296.5,13.584,77.314,388.41,4.322,16.268,370.06,29.59,12.203,342.46,41.268,5.6424,370.91,-0.52228,31.439,363.95,11.374,31.826,340.38,30.53,14.558,312.54,39.364,8.6647,346.41,0.83596,56.562,329.38,27.24,64.458,309.22,46.441,66.414,341.75,-91.357,-37.591,311.27,-85.99,20.694,288.28,-72.15,23.513,541.55,-325.37,154.01,412.55,-122.91,26.47,453.53,-86.079,8.4055
5.7750,617.92,-300.21,35.324,469.92,-361.14,284.82,433.9,-152.45,27.765,484.92,-126.73,8.6912,531.41,-205.37,46.853,376.3,-87.265,34.19,364.84,-58.783,50.039,380.71,-37.049,44.88,398.72,-34.607,32.679,413.68,-28.613,11.525,429.05,-59.673,13.097,331.15,-26.101,64.874,319.29,-7.8529,74.507,300.33,16.64,80.004,388.13,5.2389,16.17,369.54,30.319,12.151,341.71,41.632,5.6664,371.1,0.62694,31.344,364.05,12.382,32.051,340.1,31.105,14.608,312.16,39.594,8.6582,347.48,2.4785,57.204,330.11,28.964,64.766,310.02,48.095,66.499,341.15,-90.944,-35.63,311.15,-84.355,23.003,288.44,-69.995,26.358,541.25,-324.96,154.35,412.07,-121.95,26.34,452.9,-85.272,7.7986
5.7833,617.56,-299.05,35.734,469.82,-361.35,285.06,433.26,-151.45,27.207,484.4,-125.8,8.1959,530.85,-204.28,46.676,376.38,-85.741,34.36,365.08,-57.683,50.045,381.03,-36.119,45.03,398.98,-33.486,32.573,413.53,-27.651,11.116,428.76,-58.82,12.466,332.37,-24.23,65.283,320.95,-5.7808,75.032,302.99,19.337,80.805,387.98,6.2227,15.977,369.14,31.18,12.003,341.17,42.172,5.6405,370.94,1.3001,31.303,364.03,13.316,32.257,339.76,31.755,14.684,311.76,39.929,8.6457,347.79,3.9859,56.86,330.68,30.489,64.593,310.6,49.709,66.089,340.57,-90.558,-33.649,311.17,-82.335,24.22,288.77,-67.335,27.94,540.93,-324.45,154.74,411.49,-120.95,25.607,452.4,-84.393,7.0732
5.7917,617.26,-297.81,36.232,469.71,-361.59,285.25,432.54,-150.42,26.306,483.91,-124.81,7.7382,530.14,-203.13,46.416,375.79,-84.984,33.663,364.92,-56.548,49.267,381.01,-35.07,44.468,398.99,-32.471,32,413.51,-26.624,10.579,428.5,-57.888,11.732,333.15,-22.471,64.966,321.9,-3.7949,74.376,304.69,21.614,80.215,388,7.2801,15.724,368.9,32.032,11.751,340.9,42.886,5.7309,371.96,3.5529,32.132,363.7,14.272,32.403,339.39,32.521,14.8,311.39,40.396,8.6314,348.52,5.4397,56.644,330.92,31.845,63.842,310.84,51.21,65.206,340,-90.198,-31.664,311.02,-79.994,24.252,289.22,-64.268,27.921,540.58,-323.87,155.14,410.82,-119.88,24.49,452.08,-83.426,6.3983
5.8000,616.92,-296.49,36.715,469.62,-361.83,285.37,431.8,-149.37,25.155,483.5,-123.71,7.3138,529.34,-201.93,46.223,375.09,-83.74,32.042,364.2,-55.324,47.727,380.73,-33.899,43.258,398.64,-31.509,30.913,413.52,-25.541,9.8266,428.29,-56.853,10.839,332.76,-20.794,62.896,321.91,-2.0215,72.592,305.34,23.369,78.529,388.12,8.3527,15.347,368.81,32.869,11.439,340.76,43.749,5.8925,371.62,4.7009,31.964,363.21,15.243,32.565,338.91,33.429,14.964,310.93,41.01,8.6191,348.24,6.6806,55.367,330.76,33.133,62.495,310.68,52.604,63.74,339.47,-89.865,-29.691,310.81,-77.471,22.772,289.51,-61.025,26.164,540.2,-323.27,155.52,410.12,-118.72,23.118,451.72,-82.354,5.6619
5.8083,616.55,-295.12,37.216,469.55,-362.06,285.46,431.15,-148.2,23.765,483.17,-122.51,6.9155,528.52,-200.69,46.117,374.35,-82.946,29.8,363.17,-54.044,45.449,380.06,-32.777,41.449,398.17,-30.485,29.442,413.53,-24.332,8.7513,428.33,-55.669,9.9495,331.38,-19.346,59.85,320.43,-0.53624,69.515,304.69,24.543,75.699,388.24,9.437,14.733,368.85,33.9,11.213,340.72,44.797,6.1122,371.22,5.8452,31.756,362.73,16.148,32.559,338.4,34.602,15.072,310.34,41.946,8.6879,347.1,7.7631,53.173,330.05,34.278,60.486,310.02,53.914,61.549,338.96,-89.56,-27.747,310.58,-74.795,19.441,289.47,-57.843,22.363,539.85,-322.66,155.87,409.47,-117.48,21.547,451.24,-81.259,4.8238
5.8167,616.23,-293.78,37.732,469.45,-362.27,285.53,430.66,-146.91,22.256,482.94,-121.2,6.6338,527.73,-199.63,45.944,373.42,-80.779,26.866,361.9,-52.775,42.397,379.02,-31.66,39.104,397.75,-29.42,27.756,413.48,-23.024,7.3722,428.53,-54.331,9.1012,328.9,-18.215,55.544,317.37,0.62275,64.741,300.86,24.83,70.135,388.36,10.522,13.864,369.04,35.11,11.06,340.86,46.095,6.2277,370.8,6.7721,30.809,361.9,16.989,32.165,338.09,36.145,15.058,309.88,43.497,9.0032,345.82,8.7151,50.784,328.5,35.1,57.821,308.63,55.011,58.571,338.49,-89.283,-25.848,310.25,-71.988,14.123,289.07,-54.911,16.549,539.57,-322.06,156.15,408.88,-116.17,19.843,451,-80.039,4.1033
5.8250,615.95,-292.52,38.276,469.31,-362.42,285.57,430.28,-145.61,20.867,482.82,-119.8,6.4253,526.95,-198.73,45.722,372.67,-79.789,23.123,360.27,-51.566,38.621,377.75,-30.537,36.321,397.05,-28.46,25.722,413.41,-21.733,5.8345,428.27,-53.013,7.9277,326.17,-17.08,50.393,313.1,1.5842,57.878,295.51,25.342,62.751,388.53,11.503,12.852,369.47,36.415,10.937,341.09,47.604,6.1827,370.42,7.9214,29.619,360.45,17.643,31.313,338.06,37.943,14.982,309.74,45.69,9.5511,343.03,9.1113,47.454,325.92,35.444,54.605,306.19,55.527,54.905,338.07,-89.034,-24.011,309.77,-69.055,6.9234,288.69,-51.984,8.254,539.29,-321.49,156.41,408.41,-114.86,18.095,451.26,-78.554,3.7239
5.8333,615.69,-291.32,38.779,469.16,-362.52,285.56,429.97,-144.39,19.528,482.78,-118.48,6.2678,526.26,-197.83,45.537,371.71,-78.44,19.39,358.36,-50.519,34.357,376.18,-29.532,33.199,396.08,-27.738,23.536,413.25,-20.576,4.356,427.68,-51.783,6.6644,321.87,-15.909,42.365,308.41,2.687,49.045,289.67,26.136,52.021,388.6,12.31,11.881,370.04,37.631,11.016,341.63,49.138,6.4119,369.62,8.3854,28.31,359.1,18.092,30.227,338.15,39.819,14.89,309.9,48.157,10.149,340.17,9.214,43.85,322.45,35.251,50.779,302.7,55.286,50.546,337.69,-88.814,-22.252,309.15,-65.815,-1.4584,288.77,-48.522,-2.9927,539.02,-320.94,156.64,407.98,-113.59,16.393,451.61,-77.121,3.6107
5.8417,615.46,-290.19,39.141,469.05,-362.57,285.48,429.65,-143.3,18.203,482.7,-117.32,6.3055,525.76,-196.85,45.363,370.58,-77.255,15.707,356.21,-49.708,30.029,374.12,-28.83,29.824,394.86,-27.272,21.463,412.79,-19.547,3.0861,427.21,-50.72,5.7554,317.95,-14.827,33.596,303.85,3.7211,38.602,284.28,27.334,38.471,388.52,12.885,11.215,370.55,38.534,11.408,342.41,50.574,6.8693,368.82,8.4434,27.172,358.44,18.194,29.355,338.49,41.392,14.946,310.35,50.569,10.701,336.95,8.8652,40.101,318.3,34.526,46.128,298.54,54.445,45.31,337.36,-88.623,-20.586,309.16,-65.451,-3.9214,287.67,-50.068,-7.8331,538.83,-320.42,156.76,407.4,-112.46,14.755,451.68,-75.918,3.5299
5.8500,615.31,-289.17,39.461,468.97,-362.57,285.35,429.26,-142.42,17.036,482.66,-116.32,6.5297,525.41,-195.83,45.209,369.67,-76.498,12.681,354.02,-49.022,26.107,372.01,-28.576,26.662,393.44,-27.12,19.628,412.51,-18.758,2.5168,426.72,-49.96,5.1072,314.21,-14.144,24.382,299.15,4.2147,27.092,278.51,29.413,24.117,388.19,13.167,10.855,370.9,39.198,11.938,343,51.737,7.1516,367.96,7.9404,26.335,357.93,17.67,28.744,337.95,42.124,14.842,310.8,52.575,11.264,331.35,8.5754,37.171,313.91,33.589,40.624,294.2,53.254,39.289,337.1,-88.462,-19.031,309.42,-66.009,-5.9723,287.89,-52.638,-8.4908,538.71,-319.9,156.81,406.81,-111.59,13.288,451.54,-74.901,3.457
5.8583,615.27,-288.3,39.779,468.92,-362.51,285.2,428.95,-141.87,16.179,482.67,-115.53,6.7012,525.16,-194.83,45.065,369.2,-76.114,10.842,352.2,-48.604,23.266,370.54,-28.588,24.417,392.17,-27.199,18.162,412.64,-18.394,2.5927,426.2,-49.463,4.4837,310.57,-14.012,15.595,296.25,4.4846,14.441,276.86,29.595,21.072,387.98,13.344,10.807,371.08,39.672,12.38,343.16,52.478,7.308,367.2,7.2755,25.887,357.32,16.905,28.285,337.5,42.423,14.972,310.91,53.82,11.772,328.12,8.4998,33.087,310.11,33.038,34.704,290.23,52.02,32.749,336.89,-88.332,-17.603,309.78,-67.088,-7.564,288.35,-53.423,-7.6242,538.62,-319.42,156.84,406.43,-111.07,12.23,451.28,-74.156,3.3269
5.8667,615.33,-287.55,40.026,468.85,-362.37,285.07,428.8,-141.58,15.767,482.62,-115.03,6.5899,525.02,-193.93,44.92,368.94,-76.003,10.089,351.32,-48.507,22.18,369.88,-28.515,23.352,391.4,-27.21,17.236,412.12,-18.322,1.9852,425.8,-49.161,3.848,309.04,-16.565,17.902,294.99,4.2471,11.175,275.31,29.118,19.895,388.04,13.46,10.798,371.16,39.905,12.6,342.99,52.879,7.4469,366.7,6.8966,25.591,356.9,16.496,27.973,337.72,42.86,15.362,310.75,54.368,12.073,327.21,8.6018,28.427,306.85,32.909,28.966,287.24,51.206,26.874,336.76,-88.231,-16.317,310.07,-68.284,-8.6491,288.58,-53.173,-7.6861,538.61,-319.02,156.91,406.29,-110.81,11.637,451.01,-73.743,2.9574
5.8750,615.48,-286.94,40.156,468.79,-362.17,284.89,428.77,-141.45,15.78,482.52,-114.8,6.2471,525.06,-193.25,44.787,368.71,-76.019,10.393,351.52,-48.44,22.678,369.75,-28.384,23.348,391.28,-27.1,17.081,410.92,-18.423,0.83544,425.57,-49.057,3.4652,310.17,-16.406,18.644,293.89,3.5508,11.401,273.93,28.134,20.313,387.62,13.38,10.405,371.23,39.985,12.677,342.7,53.073,7.4102,366.43,6.9082,25.421,356.89,16.616,27.965,337.91,43.174,15.513,310.68,54.551,12.226,327.45,8.5995,25.344,306.14,33.03,26.46,285.35,51.125,22.746,336.71,-88.162,-15.191,310.13,-69.196,-9.1804,288.35,-52.614,-7.9351,538.69,-318.69,156.95,406.21,-110.71,11.571,450.76,-73.634,2.4686
5.8833,615.68,-286.52,40.185,468.74,-361.95,284.69,428.83,-141.52,16.146,482.26,-114.84,5.8805,525.28,-192.89,44.713,368.48,-76.32,11.522,351.91,-48.484,23.911,369.86,-28.517,24.172,391.37,-27.084,17.598,410.14,-18.666,0.51155,425.32,-49.244,3.4701,309.96,-16.385,19.321,293.1,2.5652,14.252,272.8,26.796,22.053,387.13,13.239,10.183,371.2,40.004,12.729,342.57,53.207,7.3456,366.24,7.1711,25.42,357.09,16.955,28.27,338.03,43.275,15.644,310.73,54.624,12.298,327.71,8.2111,25.989,307.21,33.148,29.024,285.87,51.285,24.634,336.73,-88.124,-14.24,309.78,-69.422,-9.1106,287.85,-52.129,-7.9733,538.73,-318.42,156.89,406.09,-110.89,12.028,450.49,-73.763,2.2273
